"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999"
"41500","Salinas, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3501254,4033236,4272966,4758124,5114759,5407320,5844931,6250071,6594700,6966343,7392202,7561106,8218602,8362212,8382230,8927730,9262660,10006265,10904977,11619077
"41500","Salinas, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",292406,299677,306241,313698,321458,328102,335849,341268,345947,349872,357535,364805,371860,371002,352363,355486,362215,376794,387889,396267
"41500","Salinas, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11974,13459,13953,15168,15911,16481,17403,18314,19063,19911,20675,20726,22101,22540,23789,25114,25572,26556,28114,29321
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1685752,1900453,2101050,2297712,2615628,2866288,3195261,3439578,3783146,4114163,4290855,4549706,4778332,4973953,5326648,5676887,6135543,6499903,7079567,7634791
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)","2","Population (persons) 1/",212780,212984,213485,216011,220383,225063,229583,233065,238509,242598,247645,254246,260733,267853,274618,281441,288563,294772,301328,307487
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7923,8923,9842,10637,11869,12735,13918,14758,15862,16959,17327,17895,18327,18570,19397,20171,21262,22051,23495,24830
"41620","Salt Lake City, UT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6010564,6786354,7377345,7938532,8749272,9326090,9778716,10253312,10856706,11553943,12463161,13277724,14300298,15339419,16634537,18166502,19820021,21523760,22876835,24204923
"41620","Salt Lake City, UT (Metropolitan Statistical Area)","2","Population (persons) 1/",650232,669210,684802,700444,712930,720877,729985,735973,741463,745687,756611,778307,802260,826621,848617,866353,884440,904628,917191,929195
"41620","Salt Lake City, UT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9244,10141,10773,11334,12272,12937,13396,13932,14642,15494,16472,17060,17825,18557,19602,20969,22410,23793,24942,26049
"41660","San Angelo, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",846244,1020801,1145565,1232586,1321687,1346893,1383623,1406106,1480855,1573130,1632315,1688655,1792412,1891228,1962557,2089374,2166085,2284698,2417301,2469157
"41660","San Angelo, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",87944,89968,93833,97684,99525,99875,100677,100781,101725,102830,101355,101188,102646,103413,104741,105174,106063,106710,107267,107089
"41660","San Angelo, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9623,11346,12209,12618,13280,13486,13743,13952,14557,15298,16105,16688,17462,18288,18737,19866,20423,21410,22535,23057
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",10651527,12197582,13487947,14773312,16570645,18205892,19211657,19644068,20828129,22074120,23224842,24416180,26616269,28290688,30307687,32571622,34380363,36929120,39747398,42084476
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",1161968,1187117,1222136,1254044,1283925,1317439,1356676,1387997,1394458,1401286,1410902,1434060,1465365,1498269,1535185,1570083,1599427,1628676,1659847,1689009
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9167,10275,11036,11781,12906,13819,14161,14153,14936,15753,16461,17026,18164,18882,19742,20745,21495,22674,23946,24917
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",21673970,24710161,26771408,28899057,32418187,35569628,38773644,41871173,46018825,50000601,52763858,55032226,57832374,59175096,60899000,63689849,67919229,72640103,80410168,87075502
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",1875620,1927018,1972354,2018133,2066419,2126090,2196834,2275309,2364284,2444380,2512365,2553122,2593126,2599776,2614685,2623697,2651549,2692600,2736720,2789593
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11556,12823,13573,14320,15688,16730,17650,18402,19464,20455,21002,21555,22302,22762,23291,24275,25615,26978,29382,31214
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",45536329,51417855,55089850,59916850,66381238,71115447,75679506,79968993,87495963,93615657,99034323,103542135,109633758,113895634,118135753,126463480,136900716,146246324,162013821,177375810
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",3260930,3295803,3333995,3386080,3428080,3479465,3523866,3558999,3603440,3656981,3719675,3760370,3805588,3839619,3859905,3883894,3923208,3985694,4045185,4089620
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",13964,15601,16524,17695,19364,20439,21476,22470,24281,25599,26624,27535,28809,29663,30606,32561,34895,36693,40051,43372
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",17602148,19988425,21901335,24162929,27008475,28687588,29803632,31654585,34665513,37225649,39066135,40673301,43751012,44617672,46467773,51206472,55716545,61817008,66972381,75145830
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",1326709,1350627,1371955,1401776,1425185,1449912,1461582,1480543,1506608,1534258,1535142,1550447,1570207,1588680,1602152,1622579,1652864,1684121,1708031,1722965
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",13268,14799,15964,17237,18951,19786,20391,21380,23009,24263,25448,26233,27863,28085,29003,31559,33709,36706,39210,43614
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1486564,1672093,1796170,2166411,2382952,2551924,2778742,3019418,3313775,3667188,3833545,4009496,4249317,4403078,4571999,4835554,5211367,5670563,6124204,6487638
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",156786,161886,166563,171365,177566,185248,192497,199345,204261,213314,218276,219895,221848,223370,226228,229370,232976,236601,240020,243480
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9481,10329,10784,12642,13420,13776,14435,15147,16223,17192,17563,18234,19154,19712,20210,21082,22369,23967,25515,26645
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2135900,2424888,2594812,2917647,3238443,3433684,3683657,3951216,4325897,4591240,4982518,5180197,5538322,5753255,5977393,6380484,6871429,7418152,8035408,8852276
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",189305,193590,197353,201921,205964,212143,216661,221202,225700,231463,229616,229935,232912,235386,237714,239324,241168,245344,250889,253667
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11283,12526,13148,14449,15723,16186,17002,17862,19167,19836,21699,22529,23779,24442,25145,26660,28492,30236,32028,34897
"42140","Santa Fe, NM (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",725023,836968,945909,1041065,1162144,1289046,1405171,1484602,1597071,1754997,1901683,2059287,2264977,2488321,2696822,2996553,3150699,3345694,3614660,3725996
"42140","Santa Fe, NM (Metropolitan Statistical Area)","2","Population (persons) 1/",75872,77222,80118,82250,84106,85676,89134,92323,94507,96962,99587,102536,106030,109927,113944,118462,121031,124172,125956,127966
"42140","Santa Fe, NM (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9556,10838,11806,12657,13818,15046,15765,16081,16899,18100,19096,20084,21362,22636,23668,25295,26032,26944,28698,29117
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3773852,4302836,4651106,5036726,5669668,6103760,6499147,6868749,7424092,8026689,8303443,8770037,9134464,9333973,9654421,9863506,10319542,10720989,11682101,12312124
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",300191,305588,313073,322294,329133,338569,345651,352021,355810,365695,370565,374910,378003,380064,384226,384582,386108,391290,394738,396906
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",12572,14081,14856,15628,17226,18028,18803,19512,20865,21949,22408,23392,24165,24559,25127,25647,26727,27399,29595,31020
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3477261,3965958,4236873,4650295,5220940,5668660,6130011,6575465,7211764,8058225,8677571,9067260,9587374,10061979,10550598,11021041,11878837,12984551,14085747,14924670
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",301586,308609,314636,321580,326863,335355,345270,356111,367893,380633,390495,397937,405151,410687,416152,422286,428399,437141,445901,453421
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11530,12851,13466,14461,15973,16903,17754,18465,19603,21171,22222,22786,23664,24500,25353,26099,27728,29703,31589,32916
"42340","Savannah, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2108663,2418147,2618390,2791993,3050478,3283995,3545327,3773609,4039638,4385120,4650792,4858666,5288764,5501003,5849796,6193056,6572324,6802210,7366205,7665418
"42340","Savannah, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",231691,235102,239114,240354,242463,244606,247365,251216,254061,255475,259160,262690,267853,272886,277581,281126,283480,286697,288441,291618
"42340","Savannah, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9101,10286,10950,11616,12581,13426,14332,15021,15900,17165,17946,18496,19745,20159,21074,22029,23184,23726,25538,26286
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",5242373,5737807,6207667,6593764,6970919,7395405,7756387,8121953,8716038,9466942,9948061,10350677,10848943,11168065,11571051,12076971,12585597,13127841,13587941,14087094
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",597021,594227,591104,587760,584185,579742,578457,576085,575917,575871,576090,578212,579606,580330,578788,576980,573886,569384,566216,563157
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8781,9656,10502,11218,11933,12756,13409,14099,15134,16439,17268,17901,18718,19244,19992,20931,21930,23056,23998,25015
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",25831708,28854599,30910389,32566753,35133760,38025357,40973901,43772479,48226800,53437443,58868037,62573349,67420070,70062830,73519995,78008350,84207951,91931211,102850721,111918912
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",2105824,2151691,2177909,2188099,2216022,2258026,2301024,2356263,2426393,2493214,2578807,2630705,2690858,2740325,2774159,2814630,2856795,2918071,2978761,3019651
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",12267,13410,14193,14884,15854,16840,17807,18577,19876,21433,22828,23786,25055,25567,26502,27715,29476,31504,34528,37064
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",698671,848789,890445,994919,1142565,1296847,1433307,1606315,1859059,2081819,2296583,2425511,2563399,2665024,2852067,3146915,3380726,3628890,3928516,4125904
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",60728,63946,67499,70419,73792,75879,78776,81171,83885,87542,91115,93593,96023,97566,99858,101929,103583,106291,108961,111294
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11505,13274,13192,14129,15484,17091,18195,19789,22162,23781,25205,25916,26696,27315,28561,30874,32638,34141,36054,37072
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",421175,458704,513806,581960,638800,717314,792242,853488,966416,1068549,1127130,1179693,1238380,1302405,1384708,1468514,1529380,1598139,1701644,1738615
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",48102,50315,52286,53670,55636,57508,59375,62119,64325,66334,69238,71614,73790,76301,78724,80792,82713,84334,85551,86604
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8756,9117,9827,10843,11482,12473,13343,13740,15024,16109,16279,16473,16782,17069,17589,18176,18490,18950,19890,20075
"43100","Sheboygan, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1053121,1153895,1188391,1239568,1373210,1423695,1497511,1576558,1692951,1852265,1920385,1974006,2145138,2282740,2444121,2579717,2690924,2791720,3006238,3148208
"43100","Sheboygan, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",100907,100554,100770,100592,101060,101028,100995,101347,102018,103032,104137,104714,105627,106729,108093,109672,110737,111536,111973,112088
"43100","Sheboygan, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10437,11475,11793,12323,13588,14092,14828,15556,16595,17978,18441,18851,20309,21388,22611,23522,24300,25030,26848,28087
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",822433,917831,996473,1086038,1194496,1293339,1344696,1359328,1416400,1468209,1532353,1577346,1636028,1686429,1768372,1877209,2009744,2160449,2282635,2399148
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",90118,91140,91857,92562,93722,94827,96787,95717,95246,95499,95120,96178,96370,97474,98857,100342,102993,105122,107020,109173
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9126,10071,10848,11733,12745,13639,13893,14202,14871,15374,16110,16400,16977,17301,17888,18708,19513,20552,21329,21976
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3296704,3801941,4107262,4363448,4734375,4996305,5045287,5133248,5320042,5556323,5907222,6106463,6581357,6995899,7363597,7639384,7885653,8224576,8572185,8831960
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",360154,364582,370428,373804,375545,378841,381189,376505,370557,366185,359355,358735,361390,364541,366379,369593,371337,373985,372924,374607
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9154,10428,11088,11673,12607,13188,13236,13634,14357,15174,16438,17022,18211,19191,20098,20670,21236,21992,22986,23577
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",729673,811048,859250,937995,1033492,1085132,1152180,1227098,1294453,1358577,1439562,1527274,1654714,1719311,1814646,1886593,1986665,2068792,2211937,2288636
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",86172,88036,88373,88872,90937,91192,94093,96690,96316,97551,97918,99058,101453,104403,109323,112480,112880,114907,116091,116530
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8468,9213,9723,10554,11365,11899,12245,12691,13440,13927,14702,15418,16310,16468,16599,16773,17600,18004,19053,19640
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1255080,1464179,1481328,1516857,1638998,1722300,1765120,1888018,1976590,2108156,2258688,2329998,2545680,2617150,2812115,3008227,3308811,3361048,3573605,3642510
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","2","Population (persons) 1/",135714,136130,135287,134406,134189,132924,131262,129973,130875,130798,131671,133113,134501,136425,138024,139713,141120,141447,141981,142877
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9248,10756,10950,11286,12214,12957,13447,14526,15103,16118,17154,17504,18927,19184,20374,21531,23447,23762,25170,25494
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1359268,1573555,1640084,1739611,1935290,2051370,2145550,2277497,2470026,2660528,2934681,3109908,3370262,3507369,3890048,4044494,4444635,4612824,5031720,5362797
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","2","Population (persons) 1/",139185,139142,140747,143042,146081,147929,147796,148672,151460,152240,154148,156928,160753,164088,167987,170698,173960,175756,178964,183138
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9766,11309,11653,12162,13248,13867,14517,15319,16308,17476,19038,19817,20965,21375,23157,23694,25550,26246,28116,29283
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2732474,3001856,3134345,3337791,3695626,3873265,4111016,4376395,4643820,4946490,5136215,5267245,5674845,6029051,6409497,6721909,7021997,7373806,7955585,8301303
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","2","Population (persons) 1/",290984,289810,287735,286626,288222,289373,289411,290952,292757,295488,297187,298719,300909,304704,307216,310072,312119,313574,314556,315804
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9390,10358,10893,11645,12822,13385,14205,15042,15862,16740,17283,17633,18859,19787,20863,21679,22498,23515,25291,26286
"43900","Spartanburg, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1676198,1865947,1955977,2122436,2374240,2520587,2686344,2903006,3184394,3435297,3691049,3842774,4057614,4338488,4581909,4881046,5153825,5430701,5671410,5996869
"43900","Spartanburg, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",203734,205912,207456,208734,211721,214981,215980,217970,220938,224609,227580,230786,233214,235243,238070,241114,244333,246830,249231,251886
"43900","Spartanburg, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8227,9062,9428,10168,11214,11725,12438,13318,14413,15295,16219,16651,17399,18443,19246,20244,21093,22002,22756,23808
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3598863,3944212,4137894,4470127,4760106,4943572,5150271,5340767,5657337,6152160,6597797,7165255,7756969,8243827,8728768,9084252,9542063,10084552,10700631,11153538
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",372077,376396,377416,378843,383806,386231,385174,384587,384313,386686,394130,404533,416279,427479,434767,442045,446520,449120,452646,454950
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9672,10479,10964,11799,12402,12800,13371,13887,14721,15910,16740,17712,18634,19285,20077,20551,21370,22454,23640,24516
"44100","Springfield, IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1965909,2194208,2372886,2457447,2688967,2824113,3028221,3228427,3411382,3726487,3943407,4061743,4351038,4502212,4768786,4968596,5269183,5430507,5692813,5872713
"44100","Springfield, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",187780,187489,186844,187611,187747,188104,187316,187591,188519,188954,189818,192544,195599,198516,201132,201598,202123,201884,201722,201347
"44100","Springfield, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10469,11703,12700,13099,14322,15014,16166,17210,18096,19722,20775,21095,22245,22679,23710,24646,26069,26899,28221,29167
"44140","Springfield, MA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6153520,6768722,7343871,7843606,8688041,9279275,9950877,10811820,11813380,12784354,12962718,13209272,13575163,13939220,14560360,15204122,15855159,16631533,17225512,17908931
"44140","Springfield, MA (Metropolitan Statistical Area)","2","Population (persons) 1/",646917,648504,643685,645245,646716,647091,648422,656473,664946,671887,674056,673564,673324,674002,675266,675336,674981,676079,677062,678597
"44140","Springfield, MA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9512,10437,11409,12156,13434,14340,15346,16470,17766,19028,19231,19611,20161,20681,21562,22513,23490,24600,25442,26391
"44180","Springfield, MO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2141112,2397773,2589950,2808534,3130280,3346403,3595922,3797339,4067099,4425129,4674543,5035969,5495411,5923210,6397830,6771444,7169472,7599491,8113455,8518099
"44180","Springfield, MO (Metropolitan Statistical Area)","2","Population (persons) 1/",259555,261087,262312,266915,271631,276883,281312,287040,291591,294823,300354,307066,314578,323461,332908,340951,346324,352705,358461,363882
"44180","Springfield, MO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8249,9184,9874,10522,11524,12086,12783,13229,13948,15009,15563,16400,17469,18312,19218,19860,20702,21546,22634,23409
"44220","Springfield, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1415166,1480026,1525851,1612044,1800730,1903421,2002549,2074743,2260471,2386486,2520855,2596523,2749563,2838718,2976943,3129076,3231731,3416525,3590460,3669278
"44220","Springfield, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",150149,149463,147821,147142,147100,147075,147403,147514,147992,147720,147596,147747,147584,147442,147355,147289,147116,146268,145742,145159
"44220","Springfield, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9425,9902,10322,10956,12242,12942,13586,14065,15274,16155,17079,17574,18630,19253,20203,21244,21967,23358,24636,25278
"44300","State College, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",909436,993763,1077007,1170705,1276452,1350471,1434656,1556360,1724182,1933517,2049768,2186645,2325635,2397361,2528888,2653619,2812860,2980772,3134911,3299745
"44300","State College, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",113131,114390,114706,116203,115390,116567,117697,119468,120473,122049,125231,126518,127881,129930,130847,131951,134102,134849,134657,135315
"44300","State College, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8039,8687,9389,10075,11062,11585,12189,13027,14312,15842,16368,17283,18186,18451,19327,20111,20976,22105,23281,24386
"44420","Staunton, VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",774955,858637,911676,983143,1106492,1169839,1255038,1350162,1471085,1609297,1707685,1736283,1828832,1912124,2005090,2098439,2205714,2333443,2508004,2555882
"44420","Staunton, VA (Metropolitan Statistical Area) *","2","Population (persons) 1/",91031,91309,91701,91828,91764,91846,92272,93737,95015,96527,98096,99110,100067,101163,102263,103697,104994,105988,106879,108150
"44420","Staunton, VA (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",8513,9404,9942,10706,12058,12737,13602,14404,15483,16672,17408,17519,18276,18901,19607,20236,21008,22016,23466,23633
"44700","Stockton, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3690850,4075817,4347135,4579513,5152677,5582735,6027045,6557228,7080526,7667579,8146661,8542060,9149223,9543968,9904668,10231273,10809337,11536532,12277224,13091898
"44700","Stockton, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",350304,361462,373479,385721,398731,416042,430786,445726,457138,466863,484131,492694,500278,506385,512212,517923,524657,531908,540257,552424
"44700","Stockton, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10536,11276,11640,11873,12923,13419,13991,14711,15489,16424,16827,17337,18288,18847,19337,19754,20603,21689,22725,23699
"44940","Sumter, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",768051,856283,927330,998623,1129430,1203453,1258950,1350484,1449174,1584259,1736078,1792042,1923622,2000160,2138838,2243152,2370188,2496122,2601395,2711954
"44940","Sumter, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",116269,118139,119679,120324,122199,123987,125682,127135,127935,130370,129782,131510,132230,134631,135364,136090,137229,137231,137375,137074
"44940","Sumter, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",6606,7248,7748,8299,9243,9706,10017,10622,11327,12152,13377,13627,14548,14857,15801,16483,17272,18189,18936,19785
"45060","Syracuse, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6097030,6713000,7334814,7943906,8865683,9448823,9968180,10271856,11025902,12115751,12789116,13058689,13797739,14078481,14410697,14863453,15192888,15707277,16431945,17145225
"45060","Syracuse, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",642764,640720,640442,642984,646469,650383,648635,646725,649352,654842,661505,665618,668488,670309,667499,664389,660384,655229,651499,650297
"45060","Syracuse, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9486,10477,11453,12355,13714,14528,15368,15883,16980,18502,19333,19619,20640,21003,21589,22372,23006,23972,25222,26365
"45220","Tallahassee, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1704539,1932538,2107823,2328388,2553190,2771177,3077005,3362973,3736245,4168470,4540385,4830859,5132150,5472834,5833475,6336012,6676310,7021126,7555536,7997881
"45220","Tallahassee, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",213167,217765,221584,225185,229399,233106,235840,241026,246756,253724,261192,271509,276025,284421,292713,298563,302943,308414,312685,316825
"45220","Tallahassee, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7996,8874,9513,10340,11130,11888,13047,13953,15141,16429,17383,17793,18593,19242,19929,21222,22038,22765,24163,25244
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",15913401,18423485,20022699,22282228,24870472,27136994,29234365,31157648,33848439,37628205,39444797,40554113,42692004,45371607,47604258,51264737,54399379,57872609,62007715,64879111
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",1626975,1677405,1722726,1774374,1825777,1877018,1923591,1967197,2005545,2039321,2077857,2110974,2135204,2163912,2194294,2226036,2256460,2297251,2336822,2369105
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9781,10983,11623,12558,13622,14458,15198,15839,16877,18451,18983,19211,19994,20967,21695,23030,24108,25192,26535,27385
"45460","Terre Haute, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1667329,1795133,1874230,1928177,2095098,2181627,2272462,2341790,2435249,2667183,2794376,2913018,3152512,3277441,3415763,3530234,3639103,3740520,3979996,4121868
"45460","Terre Haute, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",192825,191884,191309,189960,188797,187797,186249,184704,183654,182724,182018,182508,183863,185548,185997,187153,188174,188395,188270,188488
"45460","Terre Haute, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8647,9355,9797,10150,11097,11617,12201,12679,13260,14597,15352,15961,17146,17664,18365,18863,19339,19855,21140,21868
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1060243,1189283,1280745,1374736,1524552,1617159,1666693,1705511,1780082,1906304,2016915,2104913,2218602,2296434,2408242,2542984,2678317,2831747,2915553,3040532
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","2","Population (persons) 1/",127351,128345,129332,131460,132198,133288,133636,133889,134645,133795,134497,135250,136162,137598,139004,139853,141353,141893,142322,143051
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8325,9266,9903,10457,11532,12133,12472,12738,13221,14248,14996,15563,16294,16689,17325,18183,18948,19957,20486,21255
"45540","The Villages, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",160289,178038,197747,221897,244871,266999,288735,311323,340492,374445,391807,412782,447580,469677,502119,549588,611563,661289,716766,782399
